Date,Open,High,Low,Close
12-May-2006,,,,1202.59,
15-May-2006,,,,1168.68,
16-May-2006,,,,1161.81,
17-May-2006,,,,1196.08,
18-May-2006,,,,1121.85,
19-May-2006,,,,1077.31,
22-May-2006,,,,1041.56,
23-May-2006,,,,1068.81,
24-May-2006,,,,1052.49,
25-May-2006,,,,1037.18,
26-May-2006,,,,1059.16,
29-May-2006,,,,1065.95,
30-May-2006,,,,1054.09,
31-May-2006,,,,1014.29,
1-June-2006,,,,998.73,
2-June-2006,,,,1024.77,
5-June-2006,,,,1008.71,
6-June-2006,,,,998.41,
7-June-2006,,,,969.98,
8-June-2006,,,,906.45,
9-June-2006,,,,946.07,
12-June-2006,,,,904.29,
13-June-2006,,,,856.55,
14-June-2006,,,,843.50,
15-June-2006,,,,899.01,
16-June-2006,,,,925.22,
19-June-2006,,,,928.10,
20-June-2006,,,,904.67,
21-June-2006,,,,913.05,
22-June-2006,,,,951.81,
23-June-2006,,,,948.55,
26-June-2006,,,,916.08,
27-June-2006,,,,919.86,
28-June-2006,,,,907.19,
29-June-2006,,,,904.38,
30-June-2006,,,,935.78,
3-July-2006,,,,936.91,
4-July-2006,,,,946.95,
5-July-2006,,,,968.31,
6-July-2006,,,,953.95,
7-July-2006,,,,939.67,
10-July-2006,,,,943.79,
11-July-2006,,,,938.64,
12-July-2006,,,,938.80,
13-July-2006,,,,932.21,
14-July-2006,,,,918.37,
17-July-2006,,,,887.67,
18-July-2006,,,,878.14,
19-July-2006,,,,863.04,
20-July-2006,,,,898.33,
21-July-2006,,,,885.22,
24-July-2006,,,,914.54,
25-July-2006,,,,944.14,
26-July-2006,,,,954.38,
27-July-2006,,,,970.45,
28-July-2006,,,,978.02,
31-July-2006,,,,987.33,
1-August-2006,,,,982.37,
2-August-2006,,,,990.90,
3-August-2006,,,,1005.30,
4-August-2006,,,,998.00,
7-August-2006,,,,1007.22,
8-August-2006,,,,1036.07,
9-August-2006,,,,1044.04,
10-August-2006,,,,1054.87,
11-August-2006,,,,1048.87,
14-August-2006,,,,1058.06,
16-August-2006,,,,1073.20,
17-August-2006,,,,1070.22,
18-August-2006,,,,1067.27,
21-August-2006,,,,1077.99,
22-August-2006,,,,1081.55,
23-August-2006,,,,1065.46,
24-August-2006,,,,1070.06,
25-August-2006,,,,1080.27,
28-August-2006,,,,1082.05,
29-August-2006,,,,1090.02,
30-August-2006,,,,1094.55,
31-August-2006,,,,1094.95,
1-September-2006,,,,1111.39,
4-September-2006,,,,1124.01,
5-September-2006,,,,1123.52,
6-September-2006,,,,1119.52,
7-September-2006,,,,1116.24,
8-September-2006,,,,1115.70,
11-September-2006,,,,1090.61,
12-September-2006,,,,1107.48,
13-September-2006,,,,1146.45,
14-September-2006,,,,1158.56,
15-September-2006,,,,1157.34,
18-September-2006,,,,1166.89,
19-September-2006,,,,1156.91,
20-September-2006,,,,1165.93,
21-September-2006,,,,1187.96,
22-September-2006,,,,1179.06,
25-September-2006,,,,1175.28,
26-September-2006,,,,1195.70,
27-September-2006,,,,1215.22,
28-September-2006,,,,1252.18,
29-September-2006,,,,1254.12,
3-October-2006,,,,1247.65,
4-October-2006,,,,1235.83,
5-October-2006,,,,1259.90,
6-October-2006,,,,1254.36,
9-October-2006,,,,1247.42,
10-October-2006,,,,1245.68,
11-October-2006,,,,1238.96,
12-October-2006,,,,1258.56,
13-October-2006,,,,1268.73,
16-October-2006,,,,1291.43,
17-October-2006,,,,1284.94,
18-October-2006,,,,1277.13,
19-October-2006,,,,1258.76,
20-October-2006,,,,1258.56,
23-October-2006,,,,1244.84,
26-October-2006,,,,1274.20,
27-October-2006,,,,1291.05,
30-October-2006,,,,1309.93,
31-October-2006,,,,1303.82,
1-November-2006,,,,1301.69,
2-November-2006,,,,1313.20,
3-November-2006,,,,1313.90,
6-November-2006,,,,1312.74,
7-November-2006,,,,1309.95,
8-November-2006,,,,1307.74,
9-November-2006,,,,1318.81,
10-November-2006,,,,1341.20,
13-November-2006,,,,1354.95,
14-November-2006,,,,1362.09,
15-November-2006,,,,1388.16,
16-November-2006,,,,1410.42,
17-November-2006,,,,1399.22,
20-November-2006,,,,1387.28,
21-November-2006,,,,1400.30,
22-November-2006,,,,1408.05,
23-November-2006,,,,1416.38,
24-November-2006,,,,1417.91,
27-November-2006,,,,1429.81,
28-November-2006,,,,1411.00,
29-November-2006,,,,1409.16,
30-November-2006,,,,1421.73,
1-December-2006,,,,1441.13,
4-December-2006,,,,1435.64,
5-December-2006,,,,1423.18,
6-December-2006,,,,1420.43,
7-December-2006,,,,1425.40,
8-December-2006,,,,1414.92,
11-December-2006,,,,1342.23,
12-December-2006,,,,1298.48,
13-December-2006,,,,1330.30,
14-December-2006,,,,1362.20,
15-December-2006,,,,1378.22,
18-December-2006,,,,1386.48,
19-December-2006,,,,1362.34,
20-December-2006,,,,1353.52,
21-December-2006,,,,1354.11,
22-December-2006,,,,1357.93,
26-December-2006,,,,1382.63,
27-December-2006,,,,1405.15,
28-December-2006,,,,1407.20,
29-December-2006,,,,1403.81,
1-January-2007,,,,1403.81,
2-January-2007,,,,1414.88,
3-January-2007,,,,1423.42,
4-January-2007,,,,1413.13,
5-January-2007,,,,1423.92,
8-January-2007,,,,1408.55,
9-January-2007,,,,1394.26,
10-January-2007,,,,1366.74,
11-January-2007,,,,1383.28,
12-January-2007,,,,1456.53,
15-January-2007,,,,1465.20,
16-January-2007,,,,1465.47,
17-January-2007,,,,1476.52,
18-January-2007,,,,1476.64,
19-January-2007,,,,1476.44,
22-January-2007,,,,1478.00,
23-January-2007,,,,1454.46,
24-January-2007,,,,1469.18,
25-January-2007,,,,1486.65,
26-January-2007,,,,1486.65,
29-January-2007,,,,1467.57,
30-January-2007,,,,1467.57,
31-January-2007,,,,1460.06,
1-February-2007,,,,1480.56,
2-February-2007,,,,1491.10,
5-February-2007,,,,1509.74,
6-February-2007,,,,1510.18,
7-February-2007,,,,1537.15,
8-February-2007,,,,1545.55,
9-February-2007,,,,1538.26,
12-February-2007,,,,1491.92,
13-February-2007,,,,1475.77,
14-February-2007,,,,1435.03,
15-February-2007,,,,1471.97,
16-February-2007,,,,1471.97,
19-February-2007,,,,1484.96,
20-February-2007,,,,1462.90,
21-February-2007,,,,1463.75,
22-February-2007,,,,1433.99,
23-February-2007,,,,1385.62,
26-February-2007,,,,1391.62,
27-February-2007,,,,1373.78,
28-February-2007,,,,1312.22,
1-March-2007,,,,1332.89,
2-March-2007,,,,1314.68,
5-March-2007,,,,1263.38,
6-March-2007,,,,1283.90,
7-March-2007,,,,1259.72,
8-March-2007,,,,1309.94,
9-March-2007,,,,1309.38,
12-March-2007,,,,1318.12,
13-March-2007,,,,1332.60,
14-March-2007,,,,1284.93,
15-March-2007,,,,1268.34,
16-March-2007,,,,1255.50,
19-March-2007,,,,1277.69,
20-March-2007,,,,1294.20,
21-March-2007,,,,1327.44,
22-March-2007,,,,1373.90,
23-March-2007,,,,1376.80,
26-March-2007,,,,1355.65,
27-March-2007,,,,1355.65,
28-March-2007,,,,1322.87,
29-March-2007,,,,1321.21,
30-March-2007,,,,1324.59,
2-April-2007,,,,1249.03,
3-April-2007,,,,1251.52,
4-April-2007,,,,1271.06,
5-April-2007,,,,1294.17,
6-April-2007,,,,1294.17,
9-April-2007,,,,1331.94,
10-April-2007,,,,1343.07,
11-April-2007,,,,1335.75,
12-April-2007,,,,1321.11,
13-April-2007,,,,1353.72,
16-April-2007,,,,1370.51,
17-April-2007,,,,1374.18,
18-April-2007,,,,1385.39,
19-April-2007,,,,1385.12,
20-April-2007,,,,1406.28,
23-April-2007,,,,1401.77,
24-April-2007,,,,1449.99,
25-April-2007,,,,1467.63,
26-April-2007,,,,1468.24,
27-April-2007,,,,1434.97,
30-April-2007,,,,1407.18,
1-May-2007,,,,1407.18,
2-May-2007,,,,1407.18,
3-May-2007,,,,1427.84,
4-May-2007,,,,1415.92,
7-May-2007,,,,1407.85,
8-May-2007,,,,1393.59,
9-May-2007,,,,1410.31,
10-May-2007,,,,1422.93,
11-May-2007,,,,1432.40,
14-May-2007,,,,1460.91,
15-May-2007,,,,1477.03,
16-May-2007,,,,1514.01,
17-May-2007,,,,1531.67,
18-May-2007,,,,1534.05,
21-May-2007,,,,1549.30,
22-May-2007,,,,1556.82,
23-May-2007,,,,1543.26,
24-May-2007,,,,1523.35,
25-May-2007,,,,1530.77,
28-May-2007,,,,1552.17,
29-May-2007,,,,1553.39,
30-May-2007,,,,1538.14,
31-May-2007,,,,1559.77,
1-June-2007,,,,1572.84,
4-June-2007,,,,1581.93,
5-June-2007,,,,1601.44,
6-June-2007,,,,1557.97,
7-June-2007,,,,1546.51,
8-June-2007,,,,1526.26,
11-June-2007,,,,1523.82,
12-June-2007,,,,1524.76,
13-June-2007,,,,1509.50,
14-June-2007,,,,1530.52,
15-June-2007,,,,1535.72,
18-June-2007,,,,1534.88,
19-June-2007,,,,1569.82,
20-June-2007,,,,1596.49,
21-June-2007,,,,1607.64,
22-June-2007,,,,1614.39,
25-June-2007,,,,1618.50,
26-June-2007,,,,1615.96,
27-June-2007,,,,1605.82,
28-June-2007,,,,1620.99,
29-June-2007,,,,1663.79,
2-July-2007,,,,1665.78,
3-July-2007,,,,1684.18,
4-July-2007,,,,1680.33,
5-July-2007,,,,1679.02,
6-July-2007,,,,1667.23,
9-July-2007,,,,1682.12,
10-July-2007,,,,1670.60,
11-July-2007,,,,1669.35,
12-July-2007,,,,1697.87,
13-July-2007,,,,1709.65,
16-July-2007,,,,1731.11,
17-July-2007,,,,1719.35,
18-July-2007,,,,1720.70,
19-July-2007,,,,1737.44,
20-July-2007,,,,1727.23,
23-July-2007,,,,1730.21,
24-July-2007,,,,1728.15,
25-July-2007,,,,1717.87,
26-July-2007,,,,1719.97,
27-July-2007,,,,1653.19,
30-July-2007,,,,1669.53,
31-July-2007,,,,1704.76,
1-August-2007,,,,1632.38,
2-August-2007,,,,1653.28,
3-August-2007,,,,1679.41,
6-August-2007,,,,1660.43,
7-August-2007,,,,1661.70,
8-August-2007,,,,1700.87,
9-August-2007,,,,1669.22,
10-August-2007,,,,1634.64,
13-August-2007,,,,1653.01,
14-August-2007,,,,1649.27,
15-August-2007,,,,1649.27,
16-August-2007,,,,1567.06,
17-August-2007,,,,1553.36,
20-August-2007,,,,1601.51,
21-August-2007,,,,1538.72,
22-August-2007,,,,1550.38,
23-August-2007,,,,1528.29,
24-August-2007,,,,1545.22,
27-August-2007,,,,1610.05,
28-August-2007,,,,1614.50,
29-August-2007,,,,1617.17,
30-August-2007,,,,1636.00,
31-August-2007,,,,1658.58,
3-September-2007,,,,1687.13,
4-September-2007,,,,1694.46,
5-September-2007,,,,1695.53,
6-September-2007,,,,1720.41,
7-September-2007,,,,1719.64,
10-September-2007,,,,1723.26,
11-September-2007,,,,1721.49,
12-September-2007,,,,1726.09,
13-September-2007,,,,1750.74,
14-September-2007,,,,1752.20,
17-September-2007,,,,1745.96,
18-September-2007,,,,1780.33,
19-September-2007,,,,1863.63,
20-September-2007,,,,1866.38,
21-September-2007,,,,1881.79,
24-September-2007,,,,1925.97,
25-September-2007,,,,1919.22,
26-September-2007,,,,1947.40,
27-September-2007,,,,1962.28,
28-September-2007,,,,2011.99,
1-October-2007,,,,2013.31,
2-October-2007,,,,2013.31,
3-October-2007,,,,2046.89,
4-October-2007,,,,2015.88,
5-October-2007,,,,1972.78,
8-October-2007,,,,1925.20,
9-October-2007,,,,1994.35,
10-October-2007,,,,2018.95,
11-October-2007,,,,2053.73,
12-October-2007,,,,2004.02,
15-October-2007,,,,2079.05,
16-October-2007,,,,2118.71,
17-October-2007,,,,2041.31,
18-October-2007,,,,1937.54,
19-October-2007,,,,1886.85,
22-October-2007,,,,1934.87,
23-October-2007,,,,2040.61,
24-October-2007,,,,2057.17,
25-October-2007,,,,2099.72,
26-October-2007,,,,2164.42,
29-October-2007,,,,2251.26,
30-October-2007,,,,2244.85,
31-October-2007,,,,2264.55,
1-November-2007,,,,2264.89,
2-November-2007,,,,2317.52,
5-November-2007,,,,2275.50,
6-November-2007,,,,2239.34,
7-November-2007,,,,2218.31,
8-November-2007,,,,2184.91,
9-November-2007,,,,2157.80,
12-November-2007,,,,2154.11,
13-November-2007,,,,2217.11,
14-November-2007,,,,2346.30,
15-November-2007,,,,2330.78,
16-November-2007,,,,2325.46,
19-November-2007,,,,2330.31,
20-November-2007,,,,2295.24,
21-November-2007,,,,2189.79,
22-November-2007,,,,2214.21,
23-November-2007,,,,2235.21,
26-November-2007,,,,2273.13,
27-November-2007,,,,2269.31,
28-November-2007,,,,2252.39,
29-November-2007,,,,2275.11,
30-November-2007,,,,2336.37,
3-December-2007,,,,2352.19,
4-December-2007,,,,2342.98,
5-December-2007,,,,2383.48,
6-December-2007,,,,2397.06,
7-December-2007,,,,2442.05,
10-December-2007,,,,2459.16,
11-December-2007,,,,2514.47,
12-December-2007,,,,2528.34,
13-December-2007,,,,2504.99,
14-December-2007,,,,2475.88,
17-December-2007,,,,2371.82,
18-December-2007,,,,2347.15,
19-December-2007,,,,2336.76,
20-December-2007,,,,2325.81,
21-December-2007,,,,2325.81,
24-December-2007,,,,2402.86,
26-December-2007,,,,2443.62,
27-December-2007,,,,2451.76,
28-December-2007,,,,2464.24,
31-December-2007,,,,2474.14,
2-January-2008,,,,2569.77,
3-January-2008,,,,2541.34,
4-January-2008,,,,2584.46,
7-January-2008,,,,2619.15,
8-January-2008,,,,2587.06,
9-January-2008,,,,2600.65,
10-January-2008,,,,2573.52,
11-January-2008,,,,2631.55,
14-January-2008,,,,2643.21,
15-January-2008,,,,2584.15,
16-January-2008,,,,2559.69,
17-January-2008,,,,2529.09,
18-January-2008,,,,2409.66,
21-January-2008,,,,2209.61,
22-January-2008,,,,2099.31,
23-January-2008,,,,2220.17,
24-January-2008,,,,2189.31,
25-January-2008,,,,2351.41,
28-January-2008,,,,2382.06,
29-January-2008,,,,2329.54,
30-January-2008,,,,2285.18,
31-January-2008,,,,2252.10,
1-February-2008,,,,2301.25,
4-February-2008,,,,2345.53,
5-February-2008,,,,2333.93,
6-February-2008,,,,2279.57,
7-February-2008,,,,2214.44,
8-February-2008,,,,2161.02,
11-February-2008,,,,2056.65,
12-February-2008,,,,2067.57,
13-February-2008,,,,2121.35,
14-February-2008,,,,2233.68,
15-February-2008,,,,2289.53,
18-February-2008,,,,2296.90,
19-February-2008,,,,2304.03,
20-February-2008,,,,2230.79,
21-February-2008,,,,2203.82,
22-February-2008,,,,2137.87,
25-February-2008,,,,2133.54,
26-February-2008,,,,2147.61,
27-February-2008,,,,2157.68,
28-February-2008,,,,2152.39,
29-February-2008,,,,2156.32,
3-March-2008,,,,2008.31,
4-March-2008,,,,1949.04,
5-March-2008,,,,1935.59,
7-March-2008,,,,1833.88,
10-March-2008,,,,1816.07,
11-March-2008,,,,1832.49,
12-March-2008,,,,1843.34,
13-March-2008,,,,1747.35,
14-March-2008,,,,1787.28,
17-March-2008,,,,1617.55,
18-March-2008,,,,1596.72,
19-March-2008,,,,1598.19,
24-March-2008,,,,1649.87,
25-March-2008,,,,1789.40,
26-March-2008,,,,1791.95,
27-March-2008,,,,1773.30,
28-March-2008,,,,1786.30,
31-March-2008,,,,1677.23,
1-April-2008,,,,1658.02,
2-April-2008,,,,1695.81,
3-April-2008,,,,1694.54,
4-April-2008,,,,1635.70,
7-April-2008,,,,1690.10,
8-April-2008,,,,1698.29,
9-April-2008,,,,1744.56,
10-April-2008,,,,1709.13,
11-April-2008,,,,1706.04,
15-April-2008,,,,1723.04,
16-April-2008,,,,1731.41,
17-April-2008,,,,1790.76,
21-April-2008,,,,1837.05,
22-April-2008,,,,1876.30,
23-April-2008,,,,1848.86,
24-April-2008,,,,1850.05,
25-April-2008,,,,1911.02,
28-April-2008,,,,1904.04,
29-April-2008,,,,1948.61,
30-April-2008,,,,1920.12,
2-May-2008,,,,1972.11,
5-May-2008,,,,1967.03,
6-May-2008,,,,1953.34,
7-May-2008,,,,1941.86,
8-May-2008,,,,1899.47,
9-May-2008,,,,1845.08,
12-May-2008,,,,1854.18,
13-May-2008,,,,1853.74,
14-May-2008,,,,1863.28,
15-May-2008,,,,1905.55,
16-May-2008,,,,1923.22,
20-May-2008,,,,1896.23,
21-May-2008,,,,1871.44,
22-May-2008,,,,1819.84,
23-May-2008,,,,1799.11,
26-May-2008,,,,1733.41,
27-May-2008,,,,1695.04,
28-May-2008,,,,1723.69,
29-May-2008,,,,1684.29,
30-May-2008,,,,1696.18,
2-June-2008,,,,1644.31,
3-June-2008,,,,1624.77,
4-June-2008,,,,1580.65,
5-June-2008,,,,1602.71,
6-June-2008,,,,1579.45,
9-June-2008,,,,1520.44,
10-June-2008,,,,1486.53,
11-June-2008,,,,1521.65,
12-June-2008,,,,1522.37,
13-June-2008,,,,1521.34,
16-June-2008,,,,1553.64,
17-June-2008,,,,1620.96,
18-June-2008,,,,1581.77,
19-June-2008,,,,1522.54,
20-June-2008,,,,1474.05,
23-June-2008,,,,1438.32,
24-June-2008,,,,1422.74,
25-June-2008,,,,1414.58,
26-June-2008,,,,1420.43,
27-June-2008,,,,1344.75,
30-June-2008,,,,1295.32,
1-July-2008,,,,1227.93,
2-July-2008,,,,1310.19,
3-July-2008,,,,1247.75,
4-July-2008,,,,1297.49,
7-July-2008,,,,1316.17,
8-July-2008,,,,1312.06,
9-July-2008,,,,1370.50,
10-July-2008,,,,1369.50,
11-July-2008,,,,1328.35,
14-July-2008,,,,1309.12,
15-July-2008,,,,1218.59,
16-July-2008,,,,1189.15,
17-July-2008,,,,1258.82,
18-July-2008,,,,1353.40,
21-July-2008,,,,1382.77,
22-July-2008,,,,1425.79,
23-July-2008,,,,1564.31,
24-July-2008,,,,1543.13,
25-July-2008,,,,1465.57,
28-July-2008,,,,1468.15,
29-July-2008,,,,1363.85,
30-July-2008,,,,1434.60,
31-July-2008,,,,1433.52,
1-August-2008,,,,1485.52,
4-August-2008,,,,1489.82,
5-August-2008,,,,1572.62,
6-August-2008,,,,1564.31,
7-August-2008,,,,1579.18,
8-August-2008,,,,1600.68,
11-August-2008,,,,1657.59,
12-August-2008,,,,1610.70,
13-August-2008,,,,1580.54,
14-August-2008,,,,1502.11,
18-August-2008,,,,1502.64,
19-August-2008,,,,1494.10,
20-August-2008,,,,1506.64,
21-August-2008,,,,1436.41,
22-August-2008,,,,1454.62,
25-August-2008,,,,1478.30,
26-August-2008,,,,1494.17,
27-August-2008,,,,1465.41,
28-August-2008,,,,1441.65,
29-August-2008,,,,1519.44,
1-September-2008,,,,1517.56,
2-September-2008,,,,1599.29,
4-September-2008,,,,1593.55,
5-September-2008,,,,1536.85,
8-September-2008,,,,1592.69,
9-September-2008,,,,1577.55,
10-September-2008,,,,1561.85,
11-September-2008,,,,1535.10,
12-September-2008,,,,1492.89,
15-September-2008,,,,1443.95,
16-September-2008,,,,1449.46,
17-September-2008,,,,1406.72,
18-September-2008,,,,1428.51,
19-September-2008,,,,1508.49,
22-September-2008,,,,1507.67,
23-September-2008,,,,1445.30,
24-September-2008,,,,1456.54,
25-September-2008,,,,1450.94,
26-September-2008,,,,1392.17,
29-September-2008,,,,1317.41,
30-September-2008,,,,1377.63,
1-October-2008,,,,1414.92,
3-October-2008,,,,1355.75,
6-October-2008,,,,1290.60,
7-October-2008,,,,1269.78,
8-October-2008,,,,1212.32,
10-October-2008,,,,1111.39,
13-October-2008,,,,1224.14,
14-October-2008,,,,1238.38,
15-October-2008,,,,1188.38,
16-October-2008,,,,1198.87,
17-October-2008,,,,1140.01,
20-October-2008,,,,1173.44,
21-October-2008,,,,1212.91,
22-October-2008,,,,1152.02,
23-October-2008,,,,1105.44,
24-October-2008,,,,975.80,
27-October-2008,,,,930.99,
29-October-2008,,,,972.31,
31-October-2008,,,,1054.34,
3-November-2008,,,,1133.24,
4-November-2008,,,,1194.35,
5-November-2008,,,,1155.86,
6-November-2008,,,,1113.65,
7-November-2008,,,,1134.58,
10-November-2008,,,,1183.15,
11-November-2008,,,,1112.81,
12-November-2008,,,,1072.39,
14-November-2008,,,,1057.13,
17-November-2008,,,,1017.89,
18-November-2008,,,,971.49,
19-November-2008,,,,940.16,
20-November-2008,,,,898.79,
21-November-2008,,,,939.68,
24-November-2008,,,,915.60,
25-November-2008,,,,898.79,
26-November-2008,,,,941.50,
27-November-2008,,,,941.50,
28-November-2008,,,,950.53,
1-December-2008,,,,920.07,
2-December-2008,,,,909.29,
3-December-2008,,,,929.98,
4-December-2008,,,,982.98,
5-December-2008,,,,959.99,
8-December-2008,,,,980.83,
10-December-2008,,,,1022.05,
11-December-2008,,,,1028.13,
12-December-2008,,,,1042.20,
15-December-2008,,,,1055.09,
16-December-2008,,,,1067.15,
17-December-2008,,,,1055.29,
18-December-2008,,,,1116.06,
19-December-2008,,,,1119.30,
22-December-2008,,,,1096.34,
23-December-2008,,,,1058.95,
24-December-2008,,,,1069.43,
26-December-2008,,,,1041.50,
29-December-2008,,,,1080.58,
30-December-2008,,,,1104.54,
31-December-2008,,,,1089.75,
1-January-2009,,,,1114.13,
2-January-2009,,,,1135.88,
5-January-2009,,,,1179.18,
6-January-2009,,,,1196.30,
7-January-2009,,,,1106.38,
9-January-2009,,,,1088.19,
12-January-2009,,,,1052.29,
13-January-2009,,,,1034.13,
14-January-2009,,,,1053.73,
15-January-2009,,,,1003.80,
16-January-2009,,,,1025.87,
19-January-2009,,,,1018.16,
20-January-2009,,,,988.02,
21-January-2009,,,,945.81,
22-January-2009,,,,951.57,
23-January-2009,,,,919.21,
27-January-2009,,,,946.09,
28-January-2009,,,,980.47,
29-January-2009,,,,983.38,
30-January-2009,,,,999.70,
2-February-2009,,,,948.18,
3-February-2009,,,,950.70,
4-February-2009,,,,951.49,
5-February-2009,,,,940.98,
6-February-2009,,,,961.14,
9-February-2009,,,,993.97,
10-February-2009,,,,1005.94,
11-February-2009,,,,1010.78,
12-February-2009,,,,1000.76,
13-February-2009,,,,1020.44,
16-February-2009,,,,978.53,
17-February-2009,,,,937.96,
18-February-2009,,,,916.67,
19-February-2009,,,,915.89,
20-February-2009,,,,887.33,
24-February-2009,,,,869.00,
25-February-2009,,,,870.84,
26-February-2009,,,,851.52,
27-February-2009,,,,864.83,
2-March-2009,,,,827.54,
3-March-2009,,,,809.05,
4-March-2009,,,,795.91,
5-March-2009,,,,769.36,
6-March-2009,,,,776.24,
9-March-2009,,,,763.40,
12-March-2009,,,,783.45,
13-March-2009,,,,829.11,
16-March-2009,,,,849.45,
17-March-2009,,,,836.21,
18-March-2009,,,,852.09,
19-March-2009,,,,859.07,
20-March-2009,,,,850.42,
23-March-2009,,,,908.26,
24-March-2009,,,,923.37,
25-March-2009,,,,947.51,
26-March-2009,,,,975.73,
27-March-2009,,,,990.92,
30-March-2009,,,,912.92,
31-March-2009,,,,922.77,
1-April-2009,,,,953.46,
2-April-2009,,,,997.87,
6-April-2009,,,,1028.93,
8-April-2009,,,,1034.74,
9-April-2009,,,,1053.11,
13-April-2009,,,,1092.45,
15-April-2009,,,,1142.74,
16-April-2009,,,,1109.05,
17-April-2009,,,,1139.01,
20-April-2009,,,,1132.82,
21-April-2009,,,,1110.66,
22-April-2009,,,,1103.56,
23-April-2009,,,,1131.23,
24-April-2009,,,,1160.21,
27-April-2009,,,,1174.83,
28-April-2009,,,,1112.68,
29-April-2009,,,,1160.45,
30-April-2009,,,,1160.45,
4-May-2009,,,,1256.81,
5-May-2009,,,,1273.86,
6-May-2009,,,,1231.80,
7-May-2009,,,,1259.41,
8-May-2009,,,,1222.84,
11-May-2009,,,,1209.43,
12-May-2009,,,,1268.19,
13-May-2009,,,,1265.05,
14-May-2009,,,,1259.36,
15-May-2009,,,,1299.60,
18-May-2009,,,,1545.76,
19-May-2009,,,,1641.04,
20-May-2009,,,,1611.87,
21-May-2009,,,,1567.08,
22-May-2009,,,,1595.28,
25-May-2009,,,,1598.76,
26-May-2009,,,,1550.95,
27-May-2009,,,,1632.42,
28-May-2009,,,,1654.91,
29-May-2009,,,,1675.77,
1-June-2009,,,,1686.00,
2-June-2009,,,,1692.09,
3-June-2009,,,,1681.36,
4-June-2009,,,,1712.70,
5-June-2009,,,,1713.01,
8-June-2009,,,,1634.17,
9-June-2009,,,,1674.80,
10-June-2009,,,,1707.54,
11-June-2009,,,,1705.33,
12-June-2009,,,,1665.36,
15-June-2009,,,,1658.47,
16-June-2009,,,,1697.43,
17-June-2009,,,,1653.67,
18-June-2009,,,,1637.05,
19-June-2009,,,,1662.91,
22-June-2009,,,,1660.91,
23-June-2009,,,,1647.82,
24-June-2009,,,,1645.06,
25-June-2009,,,,1653.80,
26-June-2009,,,,1716.49,
29-June-2009,,,,1728.75,
30-June-2009,,,,1687.15,
1-July-2009,,,,1703.57,
2-July-2009,,,,1705.95,
3-July-2009,,,,1756.15,
6-July-2009,,,,1614.85,
7-July-2009,,,,1621.53,
8-July-2009,,,,1558.10,
9-July-2009,,,,1553.19,
10-July-2009,,,,1516.66,
13-July-2009,,,,1509.27,
14-July-2009,,,,1583.14,
15-July-2009,,,,1630.25,
16-July-2009,,,,1622.06,
17-July-2009,,,,1694.74,
20-July-2009,,,,1749.52,
21-July-2009,,,,1732.01,
22-July-2009,,,,1701.17,
23-July-2009,,,,1729.81,
24-July-2009,,,,1717.32,
27-July-2009,,,,1716.47,
28-July-2009,,,,1704.18,
29-July-2009,,,,1684.54,
30-July-2009,,,,1723.24,
31-July-2009,,,,1756.06,
3-August-2009,,,,1776.93,
4-August-2009,,,,1765.07,
5-August-2009,,,,1761.31,
6-August-2009,,,,1728.19,
7-August-2009,,,,1684.32,
10-August-2009,,,,1657.82,
11-August-2009,,,,1662.76,
12-August-2009,,,,1656.90,
13-August-2009,,,,1724.49,
14-August-2009,,,,1707.15,
17-August-2009,,,,1641.86,
18-August-2009,,,,1674.05,
19-August-2009,,,,1659.49,
20-August-2009,,,,1686.59,
21-August-2009,,,,1713.76,
24-August-2009,,,,1750.31,
25-August-2009,,,,1739.04,
26-August-2009,,,,1742.46,
27-August-2009,,,,1735.03,
28-August-2009,,,,1752.90,
31-August-2009,,,,1743.03,
1-September-2009,,,,1721.05,
2-September-2009,,,,1713.16,
3-September-2009,,,,1713.55,
4-September-2009,,,,1741.10,
7-September-2009,,,,1791.45,
8-September-2009,,,,1792.68,
9-September-2009,,,,1804.32,
10-September-2009,,,,1809.27,
11-September-2009,,,,1831.32,
14-September-2009,,,,1835.53,
15-September-2009,,,,1879.19,
16-September-2009,,,,1906.65,
17-September-2009,,,,1915.52,
18-September-2009,,,,1900.81,
22-September-2009,,,,1932.34,
23-September-2009,,,,1924.47,
24-September-2009,,,,1954.88,
25-September-2009,,,,1941.03,
29-September-2009,,,,1951.14,
30-September-2009,,,,2006.58,
1-October-2009,,,,2012.92,
5-October-2009,,,,1977.33,
6-October-2009,,,,2006.11,
7-October-2009,,,,1996.98,
8-October-2009,,,,2012.28,
9-October-2009,,,,1984.07,
12-October-2009,,,,2034.18,
14-October-2009,,,,2068.39,
15-October-2009,,,,2090.73,
16-October-2009,,,,2133.64,
20-October-2009,,,,2119.58,
21-October-2009,,,,2078.67,
22-October-2009,,,,2039.91,
23-October-2009,,,,2065.18,
26-October-2009,,,,2039.24,
27-October-2009,,,,1968.29,
28-October-2009,,,,1937.99,
29-October-2009,,,,1897.56,
30-October-2009,,,,1901.91,
3-November-2009,,,,1858.22,
4-November-2009,,,,1911.04,
5-November-2009,,,,1933.38,
6-November-2009,,,,1968.09,
9-November-2009,,,,2051.37,
10-November-2009,,,,2052.69,
11-November-2009,,,,2096.73,
12-November-2009,,,,2049.26,
13-November-2009,,,,2063.28,
16-November-2009,,,,2083.22,
17-November-2009,,,,2090.59,
18-November-2009,,,,2082.64,
